***
*** Digital Image Correlation Engine (DICe), (git sha1: v3.0-beta.8-11-g5ebcdf) Copyright 2021 National Technology & Engineering Solutions of Sandia, LLC (NTESS)
***
*** Reference image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0000.tiff 
*** Deformed image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0001.tiff 
*** DIC method : local 
*** Correlation method: ZNSSD
*** Interpolation method: KEYS_FOURTH
*** Image gradient method: FINITE_DIFFERENCE
*** Optimization method: GRADIENT_BASED_THEN_SIMPLEX
*** Projection method: DISPLACEMENT_BASED
*** Guess initialization method: USE_FEATURE_MATCHING
*** Seed location: N/A
*** Shape functions: Translation (u,v) Normal Strain (ex,ey) Shear Strain (gamma_xy) 
*** Incremental correlation: false
*** Subset size: 21
*** Step size: x 10 y 10 (-1 implies not regular grid)
*** Strain window size in pixels: 100 (only first strain post-processor is reported)
*** Coordinates given with (0,0) as upper left corner of image, x positive right, y positive down
***
SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,VSG_STRAIN_XX,VSG_STRAIN_YY,SIGMA,GAMMA,MATCH
140,1.0000E+02,1.4900E+03,1.1356E-01,-1.0620E+00,-6.0879E-05,-3.4755E-04,4.2314E-03,2.3924E-05,0.0000E+00
141,1.0000E+02,1.5000E+03,1.0148E-01,-1.0660E+00,-5.7144E-05,-3.5851E-04,3.9457E-03,2.5261E-05,0.0000E+00
142,1.0000E+02,1.5100E+03,8.9123E-02,-1.0700E+00,-5.3461E-05,-3.6931E-04,3.6686E-03,2.2882E-05,0.0000E+00
143,1.0000E+02,1.5200E+03,7.6807E-02,-1.0745E+00,-4.3304E-05,-3.8505E-04,3.6812E-03,2.5029E-05,0.0000E+00
144,1.0000E+02,1.5300E+03,6.4503E-02,-1.0775E+00,-3.2513E-05,-3.9368E-04,3.6860E-03,2.7110E-05,0.0000E+00
145,1.0000E+02,1.5400E+03,5.0390E-02,-1.0820E+00,-2.6719E-05,-3.9808E-04,3.3465E-03,2.8168E-05,0.0000E+00
146,1.0000E+02,1.5500E+03,4.0252E-02,-1.0843E+00,-1.6227E-05,-3.9764E-04,3.3508E-03,2.7933E-05,0.0000E+00
147,1.0000E+02,1.5600E+03,3.0135E-02,-1.0899E+00,-6.7550E-06,-3.9819E-04,3.4108E-03,3.8394E-05,0.0000E+00
148,1.1000E+02,1.5600E+03,2.9185E-02,-1.0969E+00,-1.5917E-05,-4.0111E-04,3.9539E-03,4.2964E-05,0.0000E+00
149,1.1000E+02,1.5500E+03,4.0445E-02,-1.0914E+00,-2.4662E-05,-3.9887E-04,3.7827E-03,2.5085E-05,0.0000E+00
150,1.1000E+02,1.5400E+03,5.1394E-02,-1.0877E+00,-3.1680E-05,-3.9507E-04,3.4671E-03,2.5801E-05,0.0000E+00
151,1.1000E+02,1.5300E+03,6.4498E-02,-1.0842E+00,-3.6701E-05,-3.9002E-04,3.0034E-03,2.4259E-05,0.0000E+00
152,1.1000E+02,1.5200E+03,7.6210E-02,-1.0802E+00,-4.0797E-05,-3.8065E-04,2.8654E-03,2.3604E-05,0.0000E+00
153,1.1000E+02,1.5100E+03,9.0240E-02,-1.0773E+00,-5.0979E-05,-3.6671E-04,3.5504E-03,2.5510E-05,0.0000E+00
154,1.1000E+02,1.5000E+03,1.0199E-01,-1.0732E+00,-5.1269E-05,-3.5809E-04,3.7488E-03,2.5840E-05,0.0000E+00
155,1.1000E+02,1.4900E+03,1.1231E-01,-1.0697E+00,-5.4308E-05,-3.4640E-04,3.6334E-03,2.3186E-05,0.0000E+00
156,1.1000E+02,1.4800E+03,1.2577E-01,-1.0664E+00,-5.2072E-05,-3.3044E-04,3.8011E-03,2.2173E-05,0.0000E+00
157,1.1000E+02,1.4700E+03,1.3782E-01,-1.0628E+00,-4.5070E-05,-3.1202E-04,4.0555E-03,2.2262E-05,0.0000E+00
158,1.1000E+02,1.4600E+03,1.5240E-01,-1.0596E+00,-3.8361E-05,-2.9812E-04,4.4328E-03,2.5641E-05,0.0000E+00
159,1.1000E+02,1.4500E+03,1.6423E-01,-1.0572E+00,-2.8828E-05,-2.8677E-04,3.7826E-03,2.8598E-05,0.0000E+00
160,1.1000E+02,1.4400E+03,1.7491E-01,-1.0542E+00,-2.1233E-05,-2.7216E-04,3.3623E-03,2.8194E-05,0.0000E+00
161,1.1000E+02,1.4300E+03,1.8552E-01,-1.0515E+00,-8.8003E-06,-2.5592E-04,3.2835E-03,2.6752E-05,0.0000E+00
162,1.1000E+02,1.4200E+03,1.9746E-01,-1.0492E+00,5.6570E-06,-2.4195E-04,3.5173E-03,2.6803E-05,0.0000E+00
163,1.1000E+02,1.4100E+03,2.0851E-01,-1.0469E+00,1.6104E-05,-2.2628E-04,3.7976E-03,2.8386E-05,0.0000E+00
164,1.1000E+02,1.4000E+03,2.1904E-01,-1.0446E+00,3.3204E-05,-2.1495E-04,3.7772E-03,3.6901E-05,0.0000E+00
165,1.1000E+02,1.3900E+03,2.2895E-01,-1.0435E+00,4.7081E-05,-2.0437E-04,3.8125E-03,3.9822E-05,0.0000E+00
166,1.1000E+02,1.3800E+03,2.3965E-01,-1.0407E+00,5.2806E-05,-1.8241E-04,3.3603E-03,3.5246E-05,0.0000E+00
167,1.1000E+02,1.3700E+03,2.4964E-01,-1.0402E+00,6.2062E-05,-1.6573E-04,3.0058E-03,3.5880E-05,0.0000E+00
168,1.1000E+02,1.3600E+03,2.5845E-01,-1.0385E+00,8.0480E-05,-1.6244E-04,3.0793E-03,3.9505E-05,0.0000E+00
169,1.1000E+02,1.3500E+03,2.6528E-01,-1.0354E+00,1.0292E-04,-1.5708E-04,2.9889E-03,4.1514E-05,0.0000E+00
170,1.1000E+02,1.3400E+03,2.7129E-01,-1.0293E+00,1.2789E-04,-1.5935E-04,3.0123E-03,6.3139E-05,0.0000E+00
171,1.1000E+02,6.3000E+02,-3.6798E-02,-1.4197E-01,-1.2781E-04,-4.3800E-04,3.0281E-03,2.9790E-05,0.0000E+00
172,1.1000E+02,6.2000E+02,-3.6510E-02,-1.3749E-01,-1.2937E-04,-4.4107E-04,2.7300E-03,3.0466E-05,0.0000E+00
173,1.1000E+02,6.1000E+02,-3.5310E-02,-1.3408E-01,-1.3627E-04,-4.3580E-04,3.2165E-03,2.7999E-05,0.0000E+00
174,1.1000E+02,6.0000E+02,-3.5931E-02,-1.3089E-01,-1.4065E-04,-4.3364E-04,3.8676E-03,3.0352E-05,0.0000E+00
175,1.1000E+02,5.9000E+02,-3.5332E-02,-1.2680E-01,-1.4546E-04,-4.3183E-04,4.1268E-03,2.9037E-05,0.0000E+00
176,1.1000E+02,5.8000E+02,-3.5000E-02,-1.2157E-01,-1.4260E-04,-4.3217E-04,3.5197E-03,2.6586E-05,0.0000E+00
177,1.1000E+02,5.7000E+02,-3.3339E-02,-1.1757E-01,-1.4373E-04,-4.3290E-04,3.1457E-03,2.4422E-05,0.0000E+00
178,1.1000E+02,5.6000E+02,-3.2609E-02,-1.1417E-01,-1.4972E-04,-4.3715E-04,3.2996E-03,2.6704E-05,0.0000E+00
179,1.1000E+02,5.5000E+02,-3.2479E-02,-1.0970E-01,-1.5227E-04,-4.4012E-04,3.0493E-03,2.6013E-05,0.0000E+00
180,1.1000E+02,5.4000E+02,-3.0532E-02,-1.0546E-01,-1.5910E-04,-4.3893E-04,3.7581E-03,2.2726E-05,0.0000E+00
181,1.1000E+02,5.3000E+02,-3.2724E-02,-9.9713E-02,-1.6320E-04,-4.4064E-04,2.9953E-03,2.1065E-05,0.0000E+00
182,1.1000E+02,5.2000E+02,-3.2240E-02,-9.6094E-02,-1.6213E-04,-4.4583E-04,2.4697E-03,2.2233E-05,0.0000E+00
183,1.1000E+02,5.1000E+02,-3.3483E-02,-9.0802E-02,-1.6424E-04,-4.5020E-04,2.8346E-03,2.5548E-05,0.0000E+00
184,1.1000E+02,5.0000E+02,-3.3462E-02,-8.6274E-02,-1.6869E-04,-4.5141E-04,2.8291E-03,2.5874E-05,0.0000E+00
185,1.1000E+02,4.9000E+02,-3.4054E-02,-8.3128E-02,-1.7154E-04,-4.5242E-04,2.6066E-03,2.4814E-05,0.0000E+00
186,1.1000E+02,4.8000E+02,-3.3844E-02,-7.9686E-02,-1.7243E-04,-4.5179E-04,2.8742E-03,2.1655E-05,0.0000E+00
187,1.1000E+02,4.7000E+02,-3.3827E-02,-7.3788E-02,-1.7032E-04,-4.4999E-04,3.1399E-03,2.2267E-05,0.0000E+00
188,1.1000E+02,4.6000E+02,-3.4246E-02,-6.8681E-02,-1.7004E-04,-4.5330E-04,3.5213E-03,2.4797E-05,0.0000E+00
189,1.1000E+02,4.5000E+02,-3.4442E-02,-6.3519E-02,-1.7064E-04,-4.5630E-04,3.1765E-03,2.2981E-05,0.0000E+00
190,1.2000E+02,4.5000E+02,-3.6144E-02,-6.4957E-02,-1.7729E-04,-4.7391E-04,3.4231E-03,2.1365E-05,0.0000E+00
191,1.2000E+02,4.6000E+02,-3.5579E-02,-7.0088E-02,-1.7860E-04,-4.6822E-04,3.7026E-03,2.4908E-05,0.0000E+00
192,1.2000E+02,4.7000E+02,-3.5422E-02,-7.4526E-02,-1.7812E-04,-4.6607E-04,3.4587E-03,2.2728E-05,0.0000E+00
193,1.2000E+02,4.8000E+02,-3.6046E-02,-7.9020E-02,-1.7748E-04,-4.6929E-04,3.4697E-03,2.1851E-05,0.0000E+00
194,1.2000E+02,4.9000E+02,-3.6433E-02,-8.4616E-02,-1.7774E-04,-4.7030E-04,2.9466E-03,2.5081E-05,0.0000E+00
195,1.2000E+02,5.0000E+02,-3.4879E-02,-8.9272E-02,-1.7658E-04,-4.6947E-04,3.2128E-03,2.6783E-05,0.0000E+00
196,1.2000E+02,5.1000E+02,-3.4730E-02,-9.3369E-02,-1.7519E-04,-4.6891E-04,3.0744E-03,2.6459E-05,0.0000E+00
197,1.2000E+02,5.2000E+02,-3.5001E-02,-9.9264E-02,-1.7309E-04,-4.6453E-04,2.7891E-03,2.4204E-05,0.0000E+00
198,1.2000E+02,5.3000E+02,-3.4393E-02,-1.0295E-01,-1.7127E-04,-4.6016E-04,3.1584E-03,2.2924E-05,0.0000E+00
199,1.2000E+02,5.4000E+02,-3.4519E-02,-1.0817E-01,-1.6388E-04,-4.5329E-04,3.7835E-03,2.5327E-05,0.0000E+00
200,1.2000E+02,5.5000E+02,-3.4058E-02,-1.1223E-01,-1.5789E-04,-4.5198E-04,3.2276E-03,2.7395E-05,0.0000E+00
201,1.2000E+02,5.6000E+02,-3.5101E-02,-1.1695E-01,-1.5715E-04,-4.4913E-04,3.1312E-03,2.7745E-05,0.0000E+00
202,1.2000E+02,5.7000E+02,-3.5890E-02,-1.2089E-01,-1.5226E-04,-4.4608E-04,3.2257E-03,2.6239E-05,0.0000E+00
203,1.2000E+02,5.8000E+02,-3.5735E-02,-1.2515E-01,-1.4574E-04,-4.4714E-04,3.1078E-03,2.5705E-05,0.0000E+00
204,1.2000E+02,5.9000E+02,-3.6132E-02,-1.3078E-01,-1.4303E-04,-4.4665E-04,2.8596E-03,2.5899E-05,0.0000E+00
205,1.2000E+02,6.0000E+02,-3.7281E-02,-1.3535E-01,-1.4135E-04,-4.5162E-04,3.1482E-03,2.9433E-05,0.0000E+00
206,1.2000E+02,6.1000E+02,-3.8762E-02,-1.3810E-01,-1.3523E-04,-4.5510E-04,3.3231E-03,3.0561E-05,0.0000E+00
207,1.2000E+02,6.2000E+02,-3.9516E-02,-1.4213E-01,-1.2985E-04,-4.5557E-04,3.2528E-03,3.1374E-05,0.0000E+00
208,1.2000E+02,6.3000E+02,-3.9134E-02,-1.4584E-01,-1.2660E-04,-4.5144E-04,3.1236E-03,2.6745E-05,0.0000E+00
209,1.2000E+02,6.4000E+02,-3.9315E-02,-1.5080E-01,-1.2623E-04,-4.6157E-04,3.2915E-03,2.6188E-05,0.0000E+00
210,1.2000E+02,6.5000E+02,-3.8571E-02,-1.5540E-01,-1.1364E-04,-4.7249E-04,4.2429E-03,5.3519E-05,0.0000E+00
211,1.2000E+02,1.3200E+03,2.8622E-01,-1.0317E+00,1.5817E-04,-1.5591E-04,3.4304E-03,7.5135E-05,0.0000E+00
212,1.2000E+02,1.3300E+03,2.8670E-01,-1.0357E+00,1.2031E-04,-1.4311E-04,3.2585E-03,4.6531E-05,0.0000E+00
213,1.2000E+02,1.3400E+03,2.7700E-01,-1.0427E+00,1.0836E-04,-1.4214E-04,3.3253E-03,3.3487E-05,0.0000E+00
214,1.2000E+02,1.3500E+03,2.6778E-01,-1.0435E+00,8.5413E-05,-1.4614E-04,3.1337E-03,3.5237E-05,0.0000E+00
215,1.2000E+02,1.3600E+03,2.5838E-01,-1.0444E+00,6.9787E-05,-1.5583E-04,3.0024E-03,3.6685E-05,0.0000E+00
216,1.2000E+02,1.3700E+03,2.5021E-01,-1.0455E+00,6.2994E-05,-1.7295E-04,2.7293E-03,3.4589E-05,0.0000E+00
217,1.2000E+02,1.3800E+03,2.4068E-01,-1.0461E+00,5.1392E-05,-1.8564E-04,3.0608E-03,3.2032E-05,0.0000E+00
218,1.2000E+02,1.3900E+03,2.3069E-01,-1.0477E+00,3.6502E-05,-1.9683E-04,3.1080E-03,3.2527E-05,0.0000E+00
219,1.2000E+02,1.4000E+03,2.1860E-01,-1.0501E+00,2.9341E-05,-2.1570E-04,3.0202E-03,3.0267E-05,0.0000E+00
220,1.2000E+02,1.4100E+03,2.0924E-01,-1.0526E+00,1.8054E-05,-2.3219E-04,3.3763E-03,2.3158E-05,0.0000E+00
221,1.2000E+02,1.4200E+03,1.9574E-01,-1.0553E+00,6.9966E-06,-2.4744E-04,4.2955E-03,2.3274E-05,0.0000E+00
222,1.2000E+02,1.4300E+03,1.8487E-01,-1.0587E+00,-5.5213E-06,-2.5936E-04,4.3687E-03,2.5056E-05,0.0000E+00
223,1.2000E+02,1.4400E+03,1.7644E-01,-1.0609E+00,-1.5055E-05,-2.7550E-04,4.4572E-03,2.4551E-05,0.0000E+00
224,1.2000E+02,1.4500E+03,1.6240E-01,-1.0637E+00,-2.3511E-05,-2.8780E-04,4.0651E-03,2.6103E-05,0.0000E+00
225,1.2000E+02,1.4600E+03,1.4999E-01,-1.0665E+00,-3.2983E-05,-3.0052E-04,3.8155E-03,2.4779E-05,0.0000E+00
226,1.2000E+02,1.4700E+03,1.3540E-01,-1.0698E+00,-3.9932E-05,-3.1384E-04,3.7304E-03,2.2441E-05,0.0000E+00
227,1.2000E+02,1.4800E+03,1.2465E-01,-1.0731E+00,-4.5722E-05,-3.2892E-04,3.8158E-03,2.3681E-05,0.0000E+00
228,1.2000E+02,1.4900E+03,1.1261E-01,-1.0763E+00,-4.9859E-05,-3.4397E-04,3.2494E-03,2.5159E-05,0.0000E+00
229,1.2000E+02,1.5000E+03,1.0105E-01,-1.0804E+00,-4.7915E-05,-3.5676E-04,3.3541E-03,2.7571E-05,0.0000E+00
230,1.2000E+02,1.5100E+03,8.9616E-02,-1.0834E+00,-4.8514E-05,-3.6537E-04,3.4119E-03,2.9647E-05,0.0000E+00
231,1.2000E+02,1.5200E+03,7.4603E-02,-1.0866E+00,-4.3758E-05,-3.8105E-04,2.9462E-03,2.4525E-05,0.0000E+00
232,1.2000E+02,1.5300E+03,6.5284E-02,-1.0891E+00,-4.4950E-05,-3.9018E-04,2.9625E-03,2.4653E-05,0.0000E+00
233,1.2000E+02,1.5400E+03,5.4522E-02,-1.0929E+00,-4.3658E-05,-3.9499E-04,3.9029E-03,2.5953E-05,0.0000E+00
234,1.2000E+02,1.5500E+03,3.9349E-02,-1.0985E+00,-3.7982E-05,-3.9923E-04,4.3880E-03,2.6258E-05,0.0000E+00
235,1.2000E+02,1.5600E+03,2.7280E-02,-1.1038E+00,-3.6725E-05,-4.1256E-04,4.0260E-03,4.7831E-05,0.0000E+00
236,1.3000E+02,1.5600E+03,2.7939E-02,-1.1107E+00,-6.3302E-05,-4.2168E-04,3.3918E-03,5.1495E-05,0.0000E+00
237,1.3000E+02,1.5500E+03,3.8912E-02,-1.1049E+00,-5.6949E-05,-4.0271E-04,3.5728E-03,2.8369E-05,0.0000E+00
238,1.3000E+02,1.5400E+03,5.3501E-02,-1.1006E+00,-5.6611E-05,-3.9480E-04,4.2790E-03,2.7947E-05,0.0000E+00
239,1.3000E+02,1.5300E+03,6.4571E-02,-1.0972E+00,-5.1761E-05,-3.8914E-04,3.9176E-03,2.6156E-05,0.0000E+00
240,1.3000E+02,1.5200E+03,7.5177E-02,-1.0939E+00,-5.0659E-05,-3.8065E-04,3.6526E-03,2.5294E-05,0.0000E+00
241,1.3000E+02,1.5100E+03,8.9238E-02,-1.0898E+00,-5.0438E-05,-3.6654E-04,3.4034E-03,2.8324E-05,0.0000E+00
242,1.3000E+02,1.5000E+03,1.0117E-01,-1.0869E+00,-4.7505E-05,-3.5669E-04,3.5362E-03,2.6978E-05,0.0000E+00
243,1.3000E+02,1.4900E+03,1.1204E-01,-1.0831E+00,-4.4200E-05,-3.4696E-04,3.4605E-03,2.6332E-05,0.0000E+00
244,1.3000E+02,1.4800E+03,1.2446E-01,-1.0796E+00,-4.0887E-05,-3.3385E-04,3.7566E-03,2.5565E-05,0.0000E+00
245,1.3000E+02,1.4700E+03,1.3748E-01,-1.0758E+00,-3.5152E-05,-3.1702E-04,3.2037E-03,2.3884E-05,0.0000E+00
246,1.3000E+02,1.4600E+03,1.4975E-01,-1.0727E+00,-2.8453E-05,-3.0155E-04,2.9763E-03,2.7407E-05,0.0000E+00
247,1.3000E+02,1.4500E+03,1.6265E-01,-1.0703E+00,-2.2591E-05,-2.8712E-04,3.1252E-03,2.5868E-05,0.0000E+00
248,1.3000E+02,1.4400E+03,1.7672E-01,-1.0678E+00,-1.3166E-05,-2.7515E-04,4.0821E-03,2.6950E-05,0.0000E+00
249,1.3000E+02,1.4300E+03,1.8624E-01,-1.0651E+00,-3.1571E-06,-2.6044E-04,4.0307E-03,2.6792E-05,0.0000E+00
250,1.3000E+02,1.4200E+03,1.9651E-01,-1.0623E+00,4.6922E-06,-2.4913E-04,3.2210E-03,2.5818E-05,0.0000E+00
251,1.3000E+02,1.4100E+03,2.0898E-01,-1.0588E+00,2.1645E-05,-2.3866E-04,3.0925E-03,2.7436E-05,0.0000E+00
252,1.3000E+02,1.4000E+03,2.1846E-01,-1.0569E+00,3.1359E-05,-2.2303E-04,3.2348E-03,2.8298E-05,0.0000E+00
253,1.3000E+02,1.3900E+03,2.3099E-01,-1.0543E+00,3.7652E-05,-2.0398E-04,3.5162E-03,2.5305E-05,0.0000E+00
254,1.3000E+02,1.3800E+03,2.4071E-01,-1.0532E+00,5.0147E-05,-1.8324E-04,3.3127E-03,2.6256E-05,0.0000E+00
255,1.3000E+02,1.3700E+03,2.5063E-01,-1.0522E+00,5.2837E-05,-1.6471E-04,3.4022E-03,2.8179E-05,0.0000E+00
256,1.3000E+02,1.3600E+03,2.6104E-01,-1.0501E+00,6.8490E-05,-1.5724E-04,3.0777E-03,3.1370E-05,0.0000E+00
257,1.3000E+02,1.3500E+03,2.6867E-01,-1.0493E+00,8.7839E-05,-1.4979E-04,3.2611E-03,3.4045E-05,0.0000E+00
258,1.3000E+02,1.3400E+03,2.7782E-01,-1.0485E+00,9.1438E-05,-1.3812E-04,3.7554E-03,3.0746E-05,0.0000E+00
259,1.3000E+02,1.3300E+03,2.8688E-01,-1.0472E+00,1.0584E-04,-1.3552E-04,3.3233E-03,3.3599E-05,0.0000E+00
260,1.3000E+02,1.3200E+03,2.9288E-01,-1.0453E+00,1.3793E-04,-1.4145E-04,2.9714E-03,3.8541E-05,0.0000E+00
261,1.3000E+02,1.3100E+03,2.9643E-01,-1.0397E+00,1.5362E-04,-1.5350E-04,3.6048E-03,4.6275E-05,0.0000E+00
262,1.3000E+02,1.3000E+03,2.9595E-01,-1.0354E+00,1.7425E-04,-1.5754E-04,4.8042E-03,3.2829E-04,0.0000E+00
263,1.3000E+02,6.7000E+02,-4.2215E-02,-1.6882E-01,-1.0412E-04,-5.1014E-04,3.8758E-03,8.4803E-05,0.0000E+00
264,1.3000E+02,6.6000E+02,-4.1998E-02,-1.6667E-01,-1.0627E-04,-4.9837E-04,3.4001E-03,2.6519E-05,0.0000E+00
265,1.3000E+02,6.5000E+02,-4.0558E-02,-1.6157E-01,-1.2187E-04,-4.8349E-04,3.8336E-03,2.5382E-05,0.0000E+00
266,1.3000E+02,6.4000E+02,-3.9412E-02,-1.5644E-01,-1.2587E-04,-4.7275E-04,3.8581E-03,2.8341E-05,0.0000E+00
267,1.3000E+02,6.3000E+02,-3.8699E-02,-1.5157E-01,-1.2832E-04,-4.6626E-04,3.7400E-03,3.1052E-05,0.0000E+00
268,1.3000E+02,6.2000E+02,-3.8692E-02,-1.4774E-01,-1.3091E-04,-4.6668E-04,3.7785E-03,3.0559E-05,0.0000E+00
269,1.3000E+02,6.1000E+02,-3.9887E-02,-1.4209E-01,-1.3386E-04,-4.7082E-04,3.1506E-03,2.8923E-05,0.0000E+00
270,1.3000E+02,6.0000E+02,-3.8926E-02,-1.3882E-01,-1.4216E-04,-4.6948E-04,3.5324E-03,2.4014E-05,0.0000E+00
271,1.3000E+02,5.9000E+02,-3.7264E-02,-1.3503E-01,-1.4826E-04,-4.6559E-04,3.4950E-03,2.0970E-05,0.0000E+00
272,1.3000E+02,5.8000E+02,-3.6381E-02,-1.2962E-01,-1.5321E-04,-4.6322E-04,2.7925E-03,2.6606E-05,0.0000E+00
273,1.3000E+02,5.7000E+02,-3.8369E-02,-1.2478E-01,-1.5707E-04,-4.6307E-04,3.4581E-03,2.7005E-05,0.0000E+00
274,1.3000E+02,5.6000E+02,-3.7279E-02,-1.1962E-01,-1.6179E-04,-4.6221E-04,3.2519E-03,2.3849E-05,0.0000E+00
275,1.3000E+02,5.5000E+02,-3.6891E-02,-1.1469E-01,-1.6914E-04,-4.6636E-04,3.3368E-03,2.5891E-05,0.0000E+00
276,1.3000E+02,5.4000E+02,-3.6974E-02,-1.1088E-01,-1.7425E-04,-4.7346E-04,3.2985E-03,2.5956E-05,0.0000E+00
277,1.3000E+02,5.3000E+02,-3.6995E-02,-1.0661E-01,-1.8033E-04,-4.7912E-04,3.4410E-03,2.5273E-05,0.0000E+00
278,1.3000E+02,5.2000E+02,-3.6384E-02,-1.0132E-01,-1.8426E-04,-4.8169E-04,3.8568E-03,2.4252E-05,0.0000E+00
279,1.3000E+02,5.1000E+02,-3.6038E-02,-9.6257E-02,-1.8370E-04,-4.8466E-04,3.7075E-03,2.5305E-05,0.0000E+00
280,1.3000E+02,5.0000E+02,-3.5879E-02,-9.1838E-02,-1.8422E-04,-4.8699E-04,3.5743E-03,2.5640E-05,0.0000E+00
281,1.3000E+02,4.9000E+02,-3.8058E-02,-8.5379E-02,-1.8419E-04,-4.8754E-04,3.1701E-03,2.5001E-05,0.0000E+00
282,1.3000E+02,4.8000E+02,-3.8712E-02,-8.1021E-02,-1.8522E-04,-4.8777E-04,3.3351E-03,2.1679E-05,0.0000E+00
283,1.3000E+02,4.7000E+02,-3.7451E-02,-7.6935E-02,-1.8663E-04,-4.8244E-04,3.7695E-03,2.2562E-05,0.0000E+00
284,1.3000E+02,4.6000E+02,-3.7395E-02,-7.1537E-02,-1.8718E-04,-4.8396E-04,3.8409E-03,2.4667E-05,0.0000E+00
285,1.3000E+02,4.5000E+02,-3.7597E-02,-6.6476E-02,-1.8408E-04,-4.8929E-04,3.6415E-03,2.1153E-05,0.0000E+00
286,1.4000E+02,4.5000E+02,-3.8861E-02,-6.8472E-02,-1.9502E-04,-5.0351E-04,3.3552E-03,2.4426E-05,0.0000E+00
287,1.4000E+02,4.6000E+02,-3.9181E-02,-7.3992E-02,-1.9318E-04,-4.9938E-04,3.4135E-03,2.5396E-05,0.0000E+00
288,1.4000E+02,4.7000E+02,-3.9042E-02,-7.9048E-02,-1.9141E-04,-5.0050E-04,3.4253E-03,2.3342E-05,0.0000E+00
289,1.4000E+02,4.8000E+02,-3.8238E-02,-8.3226E-02,-1.9081E-04,-5.0313E-04,3.1205E-03,2.1553E-05,0.0000E+00
290,1.4000E+02,4.9000E+02,-3.7863E-02,-8.8336E-02,-1.9082E-04,-5.0409E-04,2.6998E-03,2.3658E-05,0.0000E+00
291,1.4000E+02,5.0000E+02,-3.7800E-02,-9.4082E-02,-1.9103E-04,-5.0238E-04,2.9322E-03,2.3862E-05,0.0000E+00
292,1.4000E+02,5.1000E+02,-3.8525E-02,-9.8519E-02,-1.8901E-04,-4.9719E-04,3.1483E-03,2.4779E-05,0.0000E+00
293,1.4000E+02,5.2000E+02,-3.9315E-02,-1.0432E-01,-1.8935E-04,-4.9718E-04,3.6063E-03,2.7081E-05,0.0000E+00
294,1.4000E+02,5.3000E+02,-3.8444E-02,-1.0859E-01,-1.8983E-04,-4.9585E-04,2.9775E-03,2.6616E-05,0.0000E+00
295,1.4000E+02,5.4000E+02,-3.7967E-02,-1.1369E-01,-1.8577E-04,-4.8933E-04,2.9084E-03,2.6509E-05,0.0000E+00
296,1.4000E+02,5.5000E+02,-3.8491E-02,-1.1862E-01,-1.8045E-04,-4.8595E-04,3.3877E-03,2.4345E-05,0.0000E+00
297,1.4000E+02,5.6000E+02,-3.9335E-02,-1.2218E-01,-1.7421E-04,-4.8608E-04,3.1601E-03,2.0992E-05,0.0000E+00
298,1.4000E+02,5.7000E+02,-4.0127E-02,-1.2841E-01,-1.6929E-04,-4.8361E-04,3.2637E-03,2.5912E-05,0.0000E+00
299,1.4000E+02,5.8000E+02,-3.8634E-02,-1.3282E-01,-1.6301E-04,-4.8166E-04,2.7147E-03,2.5878E-05,0.0000E+00
300,1.4000E+02,5.9000E+02,-3.8866E-02,-1.3917E-01,-1.5532E-04,-4.8347E-04,3.5310E-03,2.2049E-05,0.0000E+00
301,1.4000E+02,6.0000E+02,-4.0095E-02,-1.4404E-01,-1.4706E-04,-4.8340E-04,3.2997E-03,2.7167E-05,0.0000E+00
302,1.4000E+02,6.1000E+02,-3.9545E-02,-1.4799E-01,-1.4173E-04,-4.8469E-04,3.3630E-03,3.0447E-05,0.0000E+00
303,1.4000E+02,6.2000E+02,-3.9613E-02,-1.5211E-01,-1.3981E-04,-4.8681E-04,3.6453E-03,2.9514E-05,0.0000E+00
304,1.4000E+02,6.3000E+02,-4.0984E-02,-1.5647E-01,-1.3408E-04,-4.8297E-04,3.2596E-03,3.4692E-05,0.0000E+00
305,1.4000E+02,6.4000E+02,-4.0845E-02,-1.6193E-01,-1.3079E-04,-4.8432E-04,3.3159E-03,3.2135E-05,0.0000E+00
306,1.4000E+02,6.5000E+02,-4.1679E-02,-1.6639E-01,-1.2607E-04,-4.9607E-04,3.7267E-03,2.5302E-05,0.0000E+00
307,1.4000E+02,6.6000E+02,-4.3130E-02,-1.7047E-01,-1.1751E-04,-5.0747E-04,3.1156E-03,2.8948E-05,0.0000E+00
308,1.4000E+02,6.7000E+02,-4.2711E-02,-1.7628E-01,-1.1437E-04,-5.1800E-04,3.1044E-03,3.1346E-05,0.0000E+00
309,1.4000E+02,6.8000E+02,-4.4535E-02,-1.8061E-01,-1.0852E-04,-5.2416E-04,3.3425E-03,3.1506E-05,0.0000E+00
310,1.4000E+02,6.9000E+02,-4.6325E-02,-1.8436E-01,-1.0270E-04,-5.2926E-04,4.7483E-03,9.9773E-05,0.0000E+00
311,1.4000E+02,1.2800E+03,3.0585E-01,-1.0357E+00,2.1814E-04,-1.3995E-04,5.5380E-03,4.5526E-04,0.0000E+00
